school_id,member_id,member_group
M00Z,508424,NT
M00Z,508536,LOA
M00Z,508543,NT
M00Z,508549,NT
M00Z,509362,RT
M00Z,510079,NT
M00Z,510217,NT
M00Z,510221,RT
M00Z,510746,NT
M00Z,510763,NT
M00Z,511172,NT
M00Z,511507,NT
M00Z,511602,NT
M00Z,511631,NT
M00Z,511756,NT
M00Z,511862,NT
M00Z,511866,NT
M00Z,512473,NP
M00Z,512505,NT
M00Z,513395,NT
M00Z,513479,NT
M00Z,513953,NT
M00Z,513972,NT
M00Z,514668,RT
M00Z,515367,NT
M00Z,515960,NT
M00Z,516146,NT
M00Z,516167,NT
M00Z,516206,NT
M00Z,516250,NT
M00Z,516277,NT
M00Z,517039,NT
M00Z,517259,RT
M00Z,517702,NT
M00Z,517829,NT
M00Z,518087,NT
M00Z,518214,NT
M00Z,518479,NT
M00Z,518600,NT
M00Z,518613,PS
M00Z,518816,NT
M00Z,518820,NT
M00Z,518885,NT
M00Z,519275,NT
M00Z,519295,RT
M00Z,519518,NT
M00Z,519926,NT
M00Z,520005,NT
M00Z,520210,NT
M00Z,520617,NT
M00Z,520633,RT
M00Z,521126,RT
M00Z,521398,NT
M00Z,521457,RT
M00Z,521664,NT
M00Z,522193,NT
M00Z,522350,RT
M00Z,522389,NT
M00Z,522455,NT
M00Z,523050,RT
M00Z,523091,NT
M00Z,523905,NT
M00Z,523919,NT
M00Z,524229,NP
M00Z,524402,RT
M00Z,524728,NT
M00Z,524749,NT
M00Z,524829,NT
M00Z,524853,LOA
M00Z,524877,NT
M00Z,525052,RT
M00Z,525113,NT
M00Z,525130,NT
M00Z,525411,LOA
M00Z,525596,NT
M00Z,525646,NT
M00Z,526687,NT
M00Z,526828,RT
M00Z,526838,NT
M00Z,527971,NT
M00Z,529530,NT
M00Z,529640,NT
M00Z,529842,LOA
M00Z,529844,NT
M00Z,529882,NT
M00Z,529993,NP
M00Z,530236,NT
M00Z,530250,NT
M00Z,531476,RT
M00Z,532004,NT
M00Z,532008,NT
M00Z,532215,NT
M00Z,532221,NT
M00Z,532425,NT
M00Z,532946,NT
M00Z,533123,NT
M00Z,533723,NT
M00Z,533794,NT
M00Z,533911,NT
M00Z,534012,NT
M00Z,534522,NT
M00Z,535047,NP
M00Z,535209,NT
M00Z,535930,NT
M00Z,536175,NT
M00Z,536196,NT
M00Z,536401,NT
M00Z,536977,NT
M00Z,537057,NT
M00Z,537242,NT
M00Z,537356,NT
M00Z,538362,NT
M00Z,538727,RT
M00Z,539004,NT
M00Z,539029,NT
M00Z,539124,NT
M00Z,539568,NT
M00Z,539570,NT
M00Z,539977,NT
M00Z,540945,LOA
M00Z,541074,NT
M00Z,541590,NT
M00Z,541860,NT
M00Z,541870,NT
M00Z,541915,NT
M00Z,541951,NT
M00Z,542139,NT
M00Z,542332,NT
M00Z,542442,NT
M00Z,542444,NT
M00Z,542953,NT
M00Z,542978,NT
M00Z,543055,NT
M00Z,543243,NT
M00Z,543266,RT
M00Z,543296,NT
M00Z,543673,NT
M00Z,543826,NT
M00Z,543867,RT
M00Z,543910,NT
M00Z,543969,NT
M00Z,543984,PS
M00Z,543989,NT
M00Z,544030,NT
M00Z,544049,NT
M00Z,544166,NT
M00Z,544189,NT
M00Z,544286,RT
M00Z,544359,NT
M00Z,544524,NT
M00Z,544714,NT
M00Z,544926,NT
M00Z,544996,NT
M00Z,545429,RT
M00Z,545686,NT
M00Z,545711,NT
M00Z,546847,RT
M00Z,548182,NT
M00Z,548935,NT
M00Z,549227,RT
M00Z,549234,NT
M00Z,549320,NT
M00Z,549428,NT
M00Z,549556,NT
M00Z,550440,NT
M00Z,551106,NT
M00Z,552038,RT
M00Z,552159,NT
M00Z,552258,RT
M00Z,552346,NT
M00Z,552685,NP
M00Z,552745,NT
M00Z,553693,NT
M00Z,554459,NT
M00Z,554467,NT
M00Z,554651,RT
M00Z,554654,NT
M00Z,554735,NT
M00Z,554983,NT
M00Z,556309,NT
M00Z,556637,PS
M00Z,557040,NT
M00Z,557714,NT
M00Z,557798,NT
M00Z,558456,RT
M00Z,558871,NT
M00Z,558944,NT
M00Z,559014,RT
M00Z,559020,NT
M00Z,559454,NT
M00Z,559472,NT
M00Z,559519,NT
M00Z,559701,NT
M00Z,560637,NT
M00Z,561000,NT
M00Z,562157,NT
M00Z,563991,NT
M00Z,564109,NT
M00Z,564110,NT
M00Z,564139,NT
M00Z,566169,NT
M00Z,566207,NT
M00Z,566442,NT
M00Z,568064,NT
M00Z,568082,NT
M00Z,568096,NT
M00Z,569089,PDO
M00Z,569737,RT
M00Z,569857,RT
M00Z,570029,LOA
M00Z,571104,RT
M00Z,571197,NT
M00Z,571318,LOA
M00Z,571430,NT
M00Z,571438,NT
M00Z,571446,NT
M00Z,571497,NT
M00Z,571544,NT
M00Z,571560,NT
M00Z,571642,NT
M00Z,571772,NT
M00Z,571849,NT
M00Z,571851,RT
M00Z,571943,NT
M00Z,571945,NT
M00Z,572099,NT
M00Z,572128,RT
M00Z,572135,NT
M00Z,572147,NT
M00Z,572192,NT
M00Z,572427,NT
M00Z,572549,NT
M00Z,572585,NT
M00Z,572668,NT
M00Z,572687,NT
M00Z,572795,NT
M00Z,573041,NT
M00Z,573229,NT
M00Z,573334,NT
M00Z,573502,NT
M00Z,573595,NT
M00Z,573747,NT
M00Z,573826,NT
M00Z,574023,RT
M00Z,574080,NT
M00Z,574380,NT
M00Z,574465,NT
M00Z,574648,NT
M00Z,625309,NP
M00Z,625687,NT
M00Z,626075,NT
M00Z,626107,NT
M00Z,626548,NT
M00Z,626555,NT
M00Z,626747,NT
M00Z,626783,NT
M00Z,626898,NT
M00Z,627040,NT
M00Z,627069,NT
M00Z,628448,NT
M00Z,628484,NT
M00Z,628543,NT
M00Z,628639,NT
M00Z,630109,RT
M00Z,631193,RT
M00Z,632239,NT
M00Z,633852,NT
M00Z,634262,NT
M00Z,635220,RT
M00Z,635274,NT
M00Z,635314,NT
M00Z,636565,NT
M00Z,636568,NT
M00Z,636758,RT
M00Z,636982,NT
M00Z,637606,NT
M00Z,638059,NT
M00Z,638371,NT
M00Z,638970,NP
M00Z,638976,PS
M00Z,639375,NT
M00Z,639990,NP
M00Z,640609,NT
M00Z,640617,NT
M00Z,640634,NT
M00Z,640714,NT
M00Z,640782,NP
M00Z,640809,NP
M00Z,640946,PS
M00Z,641073,NT
M00Z,641844,NT
M00Z,641861,NT
M00Z,641926,NT
M00Z,642760,NT
M00Z,642788,NT
M00Z,642891,NT
M00Z,642921,NP
M00Z,643274,NT
M00Z,643294,NT
M00Z,643696,NT
M00Z,643834,NT
M00Z,644849,NT
M00Z,644907,NT
M00Z,644926,NT
M00Z,644960,NT
M00Z,644995,NT
M00Z,645332,NT
M00Z,645524,NT
M00Z,645553,NT
M00Z,645827,NT
M00Z,646106,RT
M00Z,646156,NT
M00Z,646473,NT
M00Z,646479,NT
M00Z,646738,NT
M00Z,646769,NT
M00Z,647022,NT
M00Z,647023,NT
M00Z,648211,NT
M00Z,648872,RT
M00Z,648919,NT
M00Z,649124,NT
M00Z,649672,NT
M00Z,650087,NT
M00Z,650139,PS
M00Z,650182,NT
M00Z,650226,NT
M00Z,650965,NT
M00Z,651080,NT
M00Z,651464,NT
M00Z,652292,NT
M00Z,652542,NT
M00Z,653133,NT
M00Z,654171,NT
M00Z,654198,NT
M00Z,656494,NP
M00Z,657398,NT
M00Z,657887,NT
M00Z,657901,RT
M00Z,658801,NT
M00Z,658834,NT
M00Z,659159,NT
M00Z,659577,NT
M00Z,660396,NT
M00Z,661186,RT
M00Z,661755,NT
M00Z,662087,NT
M00Z,662911,NT
M00Z,663216,NT
M00Z,664040,NT
M00Z,664289,NT
M00Z,664835,NT
M00Z,665129,NT
M00Z,665216,NT
M00Z,665261,NT
M00Z,665275,NT
M00Z,665885,NT
M00Z,666355,NT
M00Z,666525,NT
M00Z,669279,NT
M00Z,669763,NT
M00Z,669889,NT
M00Z,671409,NT
M00Z,673510,NT
M00Z,675130,NT
M00Z,675577,NT
M00Z,676217,NP
M00Z,676568,NT
M00Z,677007,NT
M00Z,677117,NT
M00Z,677334,NT
M00Z,677452,NT
M00Z,677736,NT
M00Z,678633,NP
M00Z,679138,NT
M00Z,680121,NP
M00Z,680287,NT
M00Z,681014,NT
M00Z,681199,NP
M00Z,681937,NT
M00Z,682332,NT
M00Z,682871,NT
M00Z,683507,NT
M00Z,684851,NT
M00Z,684875,NT
M00Z,686001,NT
M00Z,686031,NT
M00Z,687551,NT
M00Z,687553,NT
M00Z,688670,NT
M00Z,688675,NT
M00Z,688811,NT
M00Z,690082,NT
M00Z,690091,NT
M00Z,690125,NT
M00Z,690829,NT
M00Z,690871,RT
M00Z,691302,NT
M00Z,691315,NT
M00Z,691532,NT
M00Z,691565,NT
M00Z,691669,NT
M00Z,691923,NT
M00Z,692262,NT
M00Z,692323,NT
M00Z,692441,NT
M00Z,693142,NT
M00Z,693202,NT
M00Z,693229,NT
M00Z,693234,NT
M00Z,693531,PS
M00Z,693792,NT
M00Z,694103,NT
M00Z,694254,NT
M00Z,694402,NT
M00Z,694538,NT
M00Z,696192,NT
M00Z,696455,NP
M00Z,696699,NT
M00Z,697472,NT
M00Z,698019,NT
M00Z,698253,NT
M00Z,698398,NP
M00Z,698417,NP
M00Z,698660,NP
M00Z,698763,NT
M00Z,700346,NT
M00Z,701119,NT
M00Z,701459,NT
M00Z,701767,NT
M00Z,701780,NT
M00Z,703095,NT
M00Z,703114,NT
M00Z,703170,NT
M00Z,703560,NP
M00Z,705230,NT
M00Z,705319,NT
M00Z,706813,NT
M00Z,706922,NT
M00Z,707305,NT
M00Z,707968,NT
M00Z,708033,RT
M00Z,708120,NT
M00Z,708327,PS
M00Z,709022,NT
M00Z,709102,NT
M00Z,709121,NT
M00Z,709759,NT
M00Z,709831,NT
M00Z,709941,PS
M00Z,710035,PS
M00Z,710162,NT
M00Z,710212,NT
M00Z,710258,NT
M00Z,710853,PS
M00Z,711061,NT
M00Z,711116,NT
M00Z,711682,NT
M00Z,711763,NT
M00Z,711780,PS
M00Z,713012,NT
M00Z,713049,NT
M00Z,714254,NT
M00Z,714263,NT
M00Z,715543,NT
M00Z,715599,NT
M00Z,716090,NT
M00Z,717663,NT
M00Z,717804,NT
M00Z,718223,NT
M00Z,719065,NT
M00Z,719067,NT
M00Z,719096,NT
M00Z,720862,NT
M00Z,720903,NT
M00Z,720917,NT
M00Z,723188,NT
M00Z,723391,NT
M00Z,723724,NT
M00Z,724097,NT
M00Z,724110,NT
M00Z,724458,NT
M00Z,725390,NT
M00Z,726417,NT
M00Z,726433,NT
M00Z,726862,NT
M00Z,726985,NT
M00Z,727328,NT
M00Z,727402,NT
M00Z,727618,NT
M00Z,730382,NT
M00Z,730503,NT
M00Z,730556,NT
M00Z,730597,NT
M00Z,731409,NT
M00Z,732343,NT
M00Z,733525,NT
M00Z,736587,NP
M00Z,736770,NT
M00Z,737777,NT
M00Z,737813,NT
M00Z,738346,NT
M00Z,738599,NP
M00Z,738699,NT
M00Z,738866,NT
M00Z,738868,NT
M00Z,740124,NT
M00Z,740921,NP
M00Z,741698,NT
M00Z,742024,PS
M00Z,742398,NT
M00Z,742814,NP
M00Z,743729,NT
M00Z,744159,NT
M00Z,744324,NP
M00Z,746467,NT
M00Z,746473,NT
M00Z,749931,NT
M00Z,750560,NT
M00Z,750565,NT
M00Z,750753,NT
M00Z,750829,NT
M00Z,751066,NT
M00Z,751103,NT
M00Z,751564,NT
M00Z,751703,NT
M00Z,751816,NT
M00Z,751840,NT
M00Z,752573,NP
M00Z,753010,NT
M00Z,753806,NT
M00Z,753840,NT
M00Z,755341,NT
M00Z,755503,NP
M00Z,755509,NT
M00Z,757122,NP
M00Z,757310,NT
M00Z,758507,NT
M00Z,759097,NP
M00Z,760266,NP
M00Z,760705,NT
M00Z,760761,NP
M00Z,760803,NP
M00Z,761899,NP
M00Z,761947,NT
M00Z,764148,NT
M00Z,764643,NT
M00Z,765481,NT
M00Z,765529,NT
M00Z,765558,NT
M00Z,765932,NT
M00Z,766901,NT
M00Z,766906,PS
M00Z,767460,NT
M00Z,768044,NT
M00Z,769453,NP
M00Z,769670,NT
M00Z,770132,NT
M00Z,770458,NT
M00Z,770595,NP
M00Z,770610,NT
M00Z,771634,NP
M00Z,773335,NT
M00Z,773536,NT
M00Z,773838,NT
M00Z,774169,NT
M00Z,774220,NT
M00Z,774290,NT
M00Z,774981,NT
M00Z,775000,NT
M00Z,775497,NT
M00Z,775823,NT
M00Z,775901,NT
M00Z,776047,NT
M00Z,776082,NT
M00Z,776261,NT
M00Z,776348,NT
M00Z,776535,NT
M00Z,776671,NT
M00Z,776746,NT
M00Z,777470,NT
M00Z,777520,NT
M00Z,777561,NT
M00Z,777830,NT
M00Z,777921,NT
M00Z,778042,NT
M00Z,778631,NT
M00Z,779044,NT
M00Z,779165,NP
M00Z,779507,NP
M00Z,779593,NP
M00Z,779597,NT
M00Z,780249,NP
M00Z,780281,NP
M00Z,780484,NT
M00Z,780680,NT
M00Z,780737,NT
M00Z,782943,NT
M00Z,783393,NT
M00Z,783758,NT
M00Z,783836,NT
M00Z,787797,NT
M00Z,788419,NT
M00Z,790160,NP
M00Z,790292,NT
M00Z,791742,NP
M00Z,792183,NP
M00Z,793646,NT
M00Z,793666,NT
M00Z,794271,NT
M00Z,795298,NT
M00Z,795356,NT
M00Z,795399,NT
M00Z,796493,NT
M00Z,837135,NT
M00Z,837667,NT
M00Z,838038,NT
M00Z,838064,NT
M00Z,838157,NT
M00Z,838683,NT
M00Z,839361,NT
M00Z,839433,NT
M00Z,840149,NT
M00Z,840466,NT
M00Z,840526,NT
M00Z,840610,NT
M00Z,840647,NT
M00Z,842146,NP
M00Z,842667,NP
M00Z,842668,NP
M00Z,842879,NP
M00Z,842935,NT
M00Z,842969,NT
M00Z,843048,NT
M00Z,843346,NT
M00Z,843382,NT
M00Z,843399,NT
M00Z,843410,NT
M00Z,843569,NT
M00Z,843660,NP
M00Z,843965,NP
M00Z,844166,NT
M00Z,844527,NP
M00Z,844725,NT
M00Z,844810,NT
M00Z,847152,NT
M00Z,847192,NT
M00Z,847383,NT
M00Z,848510,NT
M00Z,849391,NT
M00Z,850363,NT
M00Z,851082,NP
M00Z,851228,NT
M00Z,852474,NP
M00Z,853027,NT
M00Z,854843,NT
M00Z,856020,NP
M00Z,856109,NT
M00Z,857263,NT
M00Z,859616,NT
M00Z,860807,NT
M00Z,862532,NT
M00Z,862589,NT
M00Z,862925,NT
M00Z,865481,NT
M00Z,865618,NT
M00Z,866141,NT
M00Z,866291,NT
M00Z,866338,NT
M00Z,866471,NT
M00Z,866643,NT
M00Z,866858,NT
M00Z,867152,NT
M00Z,867347,NT
M00Z,868115,NT
M00Z,868247,NT
M00Z,870043,NT
M00Z,870150,NT
M00Z,870181,NT
M00Z,870292,NT
M00Z,870337,NT
M00Z,870555,NT
M00Z,871326,NP
M00Z,872973,NT
M00Z,873272,NT
M00Z,874464,NP
M00Z,875520,NT
M00Z,875560,NT
M00Z,879334,NP
M00Z,880202,NT
M00Z,880748,NP
M00Z,880781,NP
M00Z,880875,NP
M00Z,881210,NT
M00Z,882226,NP
M00Z,882256,NT
M00Z,882334,NP
M00Z,882337,NP
M00Z,882419,NP
M00Z,882528,NP
M00Z,882568,NP
M00Z,883290,NP
M00Z,883672,NT
M00Z,883861,NP
M00Z,883929,NT
M00Z,884106,NP
M00Z,884159,NP
M00Z,884227,NP
M00Z,884348,NP
M00Z,885052,NT
M00Z,885678,NT
M00Z,886903,NP
M00Z,889289,NT
M00Z,890794,NT
M00Z,892121,NT
M00Z,892442,NT
M00Z,893224,LOA
M00Z,893610,LOA
M00Z,893641,NT
M00Z,894296,NT
M00Z,895151,NT
M00Z,895180,NT
M00Z,895204,NT
M00Z,895205,NT
M00Z,895224,NT
M00Z,895270,NT
M00Z,897731,NT
M00Z,897736,NT
M00Z,898170,NT
M00Z,899529,NT
M00Z,899597,NT
M00Z,899900,NP
M00Z,899932,NT
M00Z,900325,NT
M00Z,903250,NT
M00Z,903267,NT
M00Z,903871,NT
M00Z,904173,NT
M00Z,904694,NT
M00Z,906783,NP
M00Z,906933,NP
M00Z,908046,NP
M00Z,908894,NP
M00Z,909236,NT
M00Z,912016,NT
M00Z,912201,NT
M00Z,912615,NT
M00Z,913109,NT
M00Z,913265,NT
M00Z,913287,NT
M00Z,913334,NT
M00Z,913501,NT
M00Z,913503,NT
M00Z,913644,NT
M00Z,913886,NT
M00Z,913982,NT
M00Z,914103,NT
M00Z,914281,NT
M00Z,914310,NT
M00Z,914433,NT
M00Z,914507,NT
M00Z,914712,NT
M00Z,915858,NP
M00Z,915935,NP
M00Z,916828,NT
M00Z,916872,NT
M00Z,916994,NT
M00Z,917730,NT
M00Z,917789,NT
M00Z,918127,NT
M00Z,918183,NT
M00Z,919311,NT
M00Z,919702,NT
M00Z,920254,NT
M00Z,920788,NP
M00Z,920843,NT
M00Z,921685,NT
M00Z,921691,NT
M00Z,921757,NT
M00Z,921773,NP
M00Z,921870,NT
M00Z,925010,NT
M00Z,925687,NP
M00Z,926835,NT
M00Z,927220,NP
M00Z,927391,NP
M00Z,928109,NP
M00Z,928298,NP
M00Z,929802,NT
M00Z,930345,NT
M00Z,931309,NT
M00Z,931364,NT
M00Z,931677,NT
M00Z,931678,NT
M00Z,931691,NT
M00Z,931697,NT
M00Z,931720,NT
M00Z,931722,NT
M00Z,931728,NT
M00Z,932597,NT
M00Z,932843,NT
M00Z,933016,NT
M00Z,933017,NT
M00Z,933166,NT
M00Z,933293,NT
M00Z,934303,NP
M00Z,934384,NT
M00Z,934396,NT
M00Z,934521,NT
M00Z,934629,NT
M00Z,935185,NT
M00Z,935300,NT
M00Z,935729,NT
M00Z,936221,NT
M00Z,936240,NT
M00Z,936387,NT
M00Z,936920,NT
M00Z,936974,NT
M00Z,936987,NT
M00Z,937022,NT
M00Z,937072,NT
M00Z,937089,NT
M00Z,937384,NT
M00Z,937442,NT
M00Z,937620,NT
M00Z,937665,NT
M00Z,937784,NT
M00Z,937857,NT
M00Z,937916,NT
M00Z,938142,NT
M00Z,938326,NT
M00Z,938427,NT
M00Z,938472,NT
M00Z,938889,NT
M00Z,938945,NT
M00Z,938983,NT
M00Z,939153,NT
M00Z,939306,NT
M00Z,940051,NT
M00Z,940079,NT
M00Z,940191,NT
M00Z,940554,NT
M00Z,940906,NT
M00Z,940966,NT
M00Z,940969,NT
M00Z,940992,NT
M00Z,941178,NT
M00Z,941260,NT
M00Z,941593,NP
M00Z,941603,NP
M00Z,941829,NP
M00Z,941906,NT
M00Z,942067,NP
M00Z,942546,NT
M00Z,942956,NT
M00Z,943281,NP
M00Z,943368,NP
M00Z,943723,NP
M00Z,943778,NT
M00Z,944361,NP
M00Z,944403,NP
M00Z,944551,NT
M00Z,944555,NT
M00Z,944568,NT
M00Z,945396,NP
M00Z,945938,NP
M00Z,946163,NP
M00Z,946562,NT
M00Z,946611,NT
M00Z,946629,NT
M00Z,947624,NP
M00Z,949315,NP
M00Z,949871,NT
M00Z,949910,NT
M00Z,950413,NP
M00Z,950739,NT
M00Z,951348,NP
M00Z,952031,NP
M00Z,952548,NT
M00Z,952782,NP
M00Z,952907,NP
M00Z,953149,NT
M00Z,953202,NT
M00Z,955338,NP
M00Z,955447,NT
M00Z,955654,NT
M00Z,956307,NT
M00Z,957175,NT
M00Z,957559,NT
M00Z,957638,NT
M00Z,958926,NT
M00Z,959082,NT
M00Z,959208,NT
M00Z,959428,NT
M00Z,959438,NT
M00Z,959676,NT
M00Z,959861,NT
M00Z,959937,NT
M00Z,959957,NT
M00Z,960131,NT
M00Z,960170,NT
M00Z,960640,NT
M00Z,960794,NT
M00Z,960889,NT
M00Z,960993,NT
M00Z,961193,NT
M00Z,962301,NT
M00Z,962331,NT
M00Z,962452,NT
M00Z,963127,NT
M00Z,963129,NT
M00Z,963419,NT
M00Z,964880,NP
M00Z,965718,NT
M00Z,966170,NP
M00Z,966991,NP
M00Z,967965,NP
M00Z,968733,NT
M00Z,968981,NP
M00Z,969588,NP
M00Z,971753,NT
M00Z,971818,NT
M00Z,972021,NT
M00Z,972023,NT
M00Z,972391,NT
M00Z,972412,NT
M00Z,972415,NT
M00Z,972419,NT
M00Z,972446,NT
M00Z,972470,NT
M00Z,972586,NT
M00Z,972770,NT
M00Z,972815,NT
M00Z,972880,NT
M00Z,972986,NT
M00Z,973087,NT
M00Z,973233,NT
M00Z,973313,NT
M00Z,973391,NT
M00Z,973726,NT
M00Z,973728,NT
M00Z,973744,NT
M00Z,974012,NT
M00Z,974028,NT
M00Z,974089,NT
M00Z,974993,NT
M00Z,975001,NT
M00Z,975025,NT
M00Z,975027,NT
M00Z,975083,NT
M00Z,975102,NT
M00Z,975952,NP
M00Z,975989,NT
M00Z,976031,NT
M00Z,977063,NP
M00Z,978199,NP
M00Z,979304,NT
M00Z,980025,NT
M00Z,980033,NT
M010,1675,NT
M010,16631,RT
M010,23344,PS
M010,27928,NT
M010,30568,PDO
M010,39521,NT
M010,70148,NT
M010,73472,PS
M010,76884,NT
M010,78800,NP
M010,81909,PDO
M010,84511,RT
M010,120956,PDO
M010,151148,NT
M010,151652,RT
M010,156885,RT
M010,158874,PDF
M010,159513,NT
M010,168751,
M010,171042,PS
M010,171555,NT
M010,174153,
M010,177078,PDO
M010,194056,NT
M010,215305,
M010,362859,PS
M010,367861,PS
M010,368092,PS
M010,368103,NT
M010,396085,NP
M010,399297,NT
M010,402459,NP
M010,405866,NT
M010,407653,NP
M010,415755,NT
M010,416329,NT
M010,417421,NT
M010,419372,NP
M010,419629,NT
M010,425422,PS
M010,426552,NT
M010,428317,NT
M010,428779,NP
M010,429672,NT
M010,429819,NT
M010,430199,RT
M011,633,NT
M011,918,RT
M011,1319,PS
M011,1431,RT
M011,1763,PDO
M011,2090,NT
M011,4808,RT
M011,11072,NT
M011,11441,NP
M011,14912,NT
M011,18997,PDO
M011,21855,RT
M011,22549,RT
M011,26534,NT
M011,31540,RT
M011,33776,NT
M011,36622,NT
M011,39437,RT
M011,49796,NT
M011,57728,NT
M011,58213,PDF
M011,63739,RT
M011,64188,RT
M011,70582,RT
M011,74744,NT
M011,76200,RT
M011,81229,RT
M011,87156,PDO
M011,94636,NP
M011,94689,NP
M011,96191,PDO
M011,99371,PDO
M011,103369,NT
M011,104859,LOA
M011,107380,RT
M011,107781,RT
M011,109875,PDO
M011,110031,PDO
M011,111682,PS
M011,119886,RT
M011,121118,PS
M011,121527,RT
M011,121843,RT
M011,123030,RT
M011,124155,PDO
M011,124265,NT
M011,129198,PDF
M011,135205,NT
M011,136155,RT
M011,139299,NT
M011,142295,NT
M011,144002,PDO
M011,145500,PDO
M011,146014,NT
M011,146690,PDO
M011,147723,NT
M011,148003,RT
M011,148115,RT
M011,149647,PDO
M011,153760,NT
M011,154584,NT
M011,155259,NT
M011,157437,NT
M011,157852,RT
M011,158383,NT
M011,158532,NT
M011,162554,NT
M011,173804,PS
M011,176319,NP
M011,178715,RT
M011,182819,RT
M011,185475,NT
M011,185711,PS
M011,188293,PS
M011,193474,
M011,194649,NP
M011,194744,NP
M011,201540,PDO
M011,207613,PDO
M011,212215,NT
M011,213847,NT
M011,214478,NP
M011,214873,NT
M011,366437,PDO
M011,366469,PS
M011,366470,NT
M011,373476,PDO
M011,375147,NP
M011,375580,PS
M011,394139,NT
M011,396863,NT
M011,397230,RT
M011,398541,NT
M011,399588,NT
M011,400568,NT
M011,401144,PDO
M011,401317,NT
M011,401927,NT
M011,403027,PDO
M011,407055,NP
M011,407209,NT
M011,412106,NT
M011,413182,NT
M011,413392,NT
M011,415809,NT
M011,427238,NT
M011,428909,NT
M011,429991,NT
M011,433894,RT
M011,437435,NT
M011,437556,PS
M011,439867,NT
M011,440891,NT
M011,442997,NT
M011,449723,PDO
M011,449806,NT
M011,449891,PDF
M011,451373,PDO
M011,452897,NT
M011,454313,NT
M011,459887,NT
M011,460717,NT
M011,461283,NT
M011,461460,PS
M011,461785,NT
M011,474745,NT
M011,476078,NT
M011,476084,NT
M011,476095,PS
M011,481514,NT
M011,482038,NT
M011,482135,NT
M011,483830,NT
M011,484002,NT
M011,484003,PS
M011,488633,NT
M011,492927,NT
M011,495818,NT
M011,497489,NT
M011,498056,NT
M011,498473,NT
M011,498555,NT
M011,498700,NT
M011,499066,NT
M011,499615,NT
M011,499846,NT
M011,500244,NT
M011,501430,NT
M011,501522,PS
M011,501763,NT
M011,501765,NT
M011,508164,NP
M011,513970,NT
M011,515424,LOA
M011,518042,NT
M011,518119,NT
M011,520397,NT
M011,520760,NT
M011,521021,NT
M011,521518,NT
M011,521527,NT
M011,521763,NT
M011,521912,NT
M011,522370,NT
M011,526829,PDO
M011,529659,NT
M011,532273,NT
M011,535177,NP
M011,537930,NP
M011,541369,NT
M011,541451,NT
M011,541678,NT
M011,542910,NT
M011,543214,NT
M011,543314,NT
M011,544182,PDF
M011,545071,PS
M011,556940,PDO
M011,567895,NT
M011,570521,NT
M011,570635,NT
M011,570809,PDF
M011,571863,PDF
M011,573284,NT
M011,573350,NT
M011,573376,NT
M011,573770,NT
M011,574479,NT
M011,574593,NT
M011,574623,NT
M011,631184,NT
M011,631591,PDO
M011,645611,NT
M011,645759,NT
M011,646868,NT
M011,647100,PDF
M011,651182,NP
M011,652512,NP
M011,652579,PDO
M011,653002,NP
M011,655628,NT
M011,659739,PDO
M011,660350,PDO
M011,660353,PDO
M011,661087,NT
M011,661764,PS
M011,663972,NT
M011,664442,NT
M011,671407,NT
M011,674237,PDO
M011,677865,NT
M011,678170,NT
M011,681013,NT
M011,699679,NT
M011,700330,PDO
M011,703087,NT
M011,704886,NP
M011,705301,PDO
M011,708388,NT
M011,708547,NT
M011,711452,HG
M011,718241,PDO
M011,725633,NT
M011,725680,NT
M011,727430,NT
M011,729520,NT
M011,735188,NT
M011,738636,NP
M011,738895,NT
M011,742184,NT
M011,742589,NP
M011,744044,NT
M011,745746,NP
M011,748988,NT
M011,750311,NT
M011,750891,NT
M011,753785,NT
M011,755290,NP
M011,758890,NT
M011,761752,NT
M011,766314,NP
M011,772210,PDO
M011,773370,NT
M011,773561,NT
M011,773611,NT
M011,775211,NT
M011,776077,NT
M011,776347,NT
M011,776707,NT
M011,779073,NP
M011,779731,NP
M011,780443,NP
M011,780776,NT
M011,782523,NP
M011,782654,NP
M011,784329,PDO
M011,789289,NT
M011,794679,NP
M011,841719,HG
M011,841747,HG
M011,842300,NP
M011,843825,NP
M011,844077,NP
M011,847083,NP
M011,851861,NP
M011,854752,NT
M011,854759,NT
M011,864823,NT
M011,867988,NT
M011,868031,PDF
M011,868046,NT
M011,870318,NT
M011,872999,PDO
M011,885015,NT
M011,889263,PDO
M011,891132,NT
M011,891235,NT
M011,893743,NT
M011,894137,NT
M011,904152,PDO
M011,904235,PDO
M011,928160,NT
M011,937722,NT
M011,937797,NT
M011,938966,NT
M011,939319,NT
M011,950899,PDO
M011,953343,PDO
M011,953850,NP
M011,956313,PDO
M011,963784,NT
M011,964646,NT
M011,964840,NP
M011,967203,NP
M011,967924,NP
M011,968126,PDO
M011,969053,NP
M011,969165,NT
M011,971478,NT
M011,971548,NT
M011,972556,NT
M011,973201,NT
M011,973234,PDO
M011,975441,PDO
M011,979625,NP
M011,980276,PDO
M011,983328,PDO
M011,985670,PDO
M012,8387,RT
M012,14754,NT
M012,15569,RT
M012,25951,PDO
M012,37409,RT
M012,46142,RT
M012,46762,NT
M012,78785,PDO
M012,103166,NT
M012,146215,NT
M012,146217,NT
M012,171870,PDO
M012,196636,PS
M012,196844,NP
M012,198842,NP
M012,212542,PDF
M012,366466,NT
M012,368839,NT
M012,369765,NT
M012,377164,NT
